Constituency Name,Candidate surname,Candidate First Name,Result,Count Number,Non-Transferable,Occurred On Count,Required To Reach Quota,Required To Save Deposit,Transfers,Votes,Total Votes,Constituency Number,Candidate Id
Dublin Bay North,Mulvany,Bernard,Excluded,14,0,13,0,0,0,1409,0,13,172
Dublin Bay North,Noone,Catherine,,1,0,0,9656,705,0,2279,2279,13,173
Dublin Bay North,Noone,Catherine,,2,0,0,9594,643,62,2279,2341,13,173
Dublin Bay North,Noone,Catherine,,3,0,0,9581,630,13,2279,2354,13,173
Dublin Bay North,Noone,Catherine,,4,0,0,9569,618,12,2279,2366,13,173
Dublin Bay North,Noone,Catherine,,5,0,0,9559,608,10,2279,2376,13,173
Dublin Bay North,Noone,Catherine,,6,0,0,9554,603,5,2279,2381,13,173
Dublin Bay North,Noone,Catherine,,7,0,0,9546,595,8,2279,2389,13,173
Dublin Bay North,Noone,Catherine,,8,0,0,9530,579,16,2279,2405,13,173
Dublin Bay North,Noone,Catherine,,9,0,0,9523,572,7,2279,2412,13,173
Dublin Bay North,Noone,Catherine,Excluded,10,0,10,0,572,-2412,2279,0,13,173
Dublin Bay North,Noone,Catherine,Excluded,11,0,10,0,572,0,2279,0,13,173
Dublin Bay North,Noone,Catherine,Excluded,12,0,10,0,572,0,2279,0,13,173
Dublin Bay North,Noone,Catherine,Excluded,13,0,10,0,572,0,2279,0,13,173
Dublin Bay North,Noone,Catherine,Excluded,14,0,10,0,572,0,2279,0,13,173
Dublin Bay North,Ó Conara/in,Proinsias,,1,0,0,10962,2011,0,973,973,13,176
Dublin Bay North,Ó Conara/in,Proinsias,,2,0,0,10843,1892,119,973,1092,13,176
Dublin Bay North,Ó Conara/in,Proinsias,,3,0,0,10829,1878,14,973,1106,13,176
Dublin Bay North,Ó Conara/in,Proinsias,,4,0,0,10825,1874,4,973,1110,13,176
Dublin Bay North,Ó Conara/in,Proinsias,,5,0,0,10803,1852,22,973,1132,13,176
Dublin Bay North,Ó Conara/in,Proinsias,,6,0,0,10761,1810,42,973,1174,13,176
Dublin Bay North,Ó Conara/in,Proinsias,Excluded,7,0,7,0,1810,-1174,973,0,13,176
Dublin Bay North,Ó Conara/in,Proinsias,Excluded,8,0,7,0,1810,0,973,0,13,176
Dublin Bay North,Ó Conara/in,Proinsias,Excluded,9,0,7,0,1810,0,973,0,13,176
Dublin Bay North,Ó Conara/in,Proinsias,Excluded,10,0,7,0,1810,0,973,0,13,176
Dublin Bay North,Ó Conara/in,Proinsias,Excluded,11,0,7,0,1810,0,973,0,13,176
Dublin Bay North,Ó Conara/in,Proinsias,Excluded,12,0,7,0,1810,0,973,0,13,176
Dublin Bay North,Ó Conara/in,Proinsias,Excluded,13,0,7,0,1810,0,973,0,13,176
Dublin Bay North,Ó Conara/in,Proinsias,Excluded,14,0,7,0,1810,0,973,0,13,176
Dublin Bay North,O'Brien,Michael,,1,0,0,11213,2262,0,722,722,13,174
Dublin Bay North,O'Brien,Michael,,2,0,0,10020,1069,1193,722,1915,13,174
Dublin Bay North,O'Brien,Michael,,3,0,0,10000,1049,20,722,1935,13,174
Dublin Bay North,O'Brien,Michael,,4,0,0,9990,1039,10,722,1945,13,174
Dublin Bay North,O'Brien,Michael,,5,0,0,9967,1016,23,722,1968,13,174
Dublin Bay North,O'Brien,Michael,,6,0,0,9940,989,27,722,1995,13,174
Dublin Bay North,O'Brien,Michael,,7,0,0,9898,947,42,722,2037,13,174
Dublin Bay North,O'Brien,Michael,,8,0,0,9772,821,126,722,2163,13,174
Dublin Bay North,O'Brien,Michael,Excluded,9,0,9,0,821,-2163,722,0,13,174
Dublin Bay North,O'Brien,Michael,Excluded,10,0,9,0,821,0,722,0,13,174
Dublin Bay North,O'Brien,Michael,Excluded,11,0,9,0,821,0,722,0,13,174
Dublin Bay North,O'Brien,Michael,Excluded,12,0,9,0,821,0,722,0,13,174
Dublin Bay North,O'Brien,Michael,Excluded,13,0,9,0,821,0,722,0,13,174
Dublin Bay North,O'Brien,Michael,Excluded,14,0,9,0,821,0,722,0,13,174
Dublin Bay North,O'Callaghan,Cian,,1,0,0,5706,0,0,6229,6229,13,175
Dublin Bay North,O'Callaghan,Cian,,2,0,0,4515,0,1191,6229,7420,13,175
Dublin Bay North,O'Callaghan,Cian,,3,0,0,4492,0,23,6229,7443,13,175
Dublin Bay North,O'Callaghan,Cian,,4,0,0,4394,0,98,6229,7541,13,175
Dublin Bay North,O'Callaghan,Cian,,5,0,0,4354,0,40,6229,7581,13,175
Dublin Bay North,O'Callaghan,Cian,,6,0,0,4324,0,30,6229,7611,13,175
Dublin Bay North,O'Callaghan,Cian,,7,0,0,4236,0,88,6229,7699,13,175
Dublin Bay North,O'Callaghan,Cian,,8,0,0,4130,0,106,6229,7805,13,175
Dublin Bay North,O'Callaghan,Cian,,9,0,0,3751,0,379,6229,8184,13,175
Dublin Bay North,O'Callaghan,Cian,,10,0,0,3654,0,97,6229,8281,13,175
Dublin Bay North,O'Callaghan,Cian,,11,0,0,3472,0,182,6229,8463,13,175
Dublin Bay North,O'Callaghan,Cian,,12,0,0,3203,0,269,6229,8732,13,175
Dublin Bay North,O'Callaghan,Cian,,13,0,0,1778,0,1425,6229,10157,13,175
Dublin Bay North,O'Callaghan,Cian,Elected,14,0,14,0,0,2281,6229,12438,13,175
Dublin Bay North,O'Leary,Sean,,1,0,0,11919,2968,0,16,16,13,177
Dublin Bay North,O'Leary,Sean,,2,0,0,11900,2949,19,16,35,13,177
Dublin Bay North,O'Leary,Sean,Excluded,3,0,3,0,2949,-35,16,0,13,177
Dublin Bay North,O'Leary,Sean,Excluded,4,0,3,0,2949,0,16,0,13,177
Dublin Bay North,O'Leary,Sean,Excluded,5,0,3,0,2949,0,16,0,13,177
Dublin Bay North,O'Leary,Sean,Excluded,6,0,3,0,2949,0,16,0,13,177
Dublin Bay North,O'Leary,Sean,Excluded,7,0,3,0,2949,0,16,0,13,177
Dublin Bay North,O'Leary,Sean,Excluded,8,0,3,0,2949,0,16,0,13,177
Dublin Bay North,O'Leary,Sean,Excluded,9,0,3,0,2949,0,16,0,13,177
Dublin Bay North,O'Leary,Sean,Excluded,10,0,3,0,2949,0,16,0,13,177
Dublin Bay North,O'Leary,Sean,Excluded,11,0,3,0,2949,0,16,0,13,177
Dublin Bay North,O'Leary,Sean,Excluded,12,0,3,0,2949,0,16,0,13,177
Dublin Bay North,O'Leary,Sean,Excluded,13,0,3,0,2949,0,16,0,13,177
Dublin Bay North,O'Leary,Sean,Excluded,14,0,3,0,2949,0,16,0,13,177
Dublin Bay North,Ó'Ríorda/in,Aodha/n,,1,0,0,3808,0,0,8127,8127,13,178
Dublin Bay North,Ó'Ríorda/in,Aodha/n,,2,0,0,3199,0,609,8127,8736,13,178
Dublin Bay North,Ó'Ríorda/in,Aodha/n,,3,0,0,3170,0,29,8127,8765,13,178
Dublin Bay North,Ó'Ríorda/in,Aodha/n,,4,0,0,3140,0,30,8127,8795,13,178
Dublin Bay North,Ó'Ríorda/in,Aodha/n,,5,0,0,3102,0,38,8127,8833,13,178
Dublin Bay North,Ó'Ríorda/in,Aodha/n,,6,0,0,3073,0,29,8127,8862,13,178
Dublin Bay North,Ó'Ríorda/in,Aodha/n,,7,0,0,3008,0,65,8127,8927,13,178
Dublin Bay North,Ó'Ríorda/in,Aodha/n,,8,0,0,2946,0,62,8127,8989,13,178
Dublin Bay North,Ó'Ríorda/in,Aodha/n,,9,0,0,2844,0,102,8127,9091,13,178
Dublin Bay North,Ó'Ríorda/in,Aodha/n,,10,0,0,2684,0,160,8127,9251,13,178
Dublin Bay North,Ó'Ríorda/in,Aodha/n,,11,0,0,2208,0,476,8127,9727,13,178
Dublin Bay North,Ó'Ríorda/in,Aodha/n,,12,0,0,1623,0,585,8127,10312,13,178
Dublin Bay North,Ó'Ríorda/in,Aodha/n,,13,0,0,1200,0,423,8127,10735,13,178
Dublin Bay North,Ó'Ríorda/in,Aodha/n,Elected,14,0,14,652,0,548,8127,11283,13,178
Dublin Bay South,Andrews,Chris,,1,0,0,1558,0,0,6361,6361,17,161
Dublin Bay South,Andrews,Chris,,2,0,0,1507,0,51,6361,6412,17,161
Dublin Bay South,Andrews,Chris,,3,0,0,1498,0,9,6361,6421,17,161
Dublin Bay South,Andrews,Chris,,4,0,0,1406,0,92,6361,6513,17,161
Dublin Bay South,Andrews,Chris,,5,0,0,1261,0,145,6361,6658,17,161
Dublin Bay South,Andrews,Chris,,6,0,0,1204,0,57,6361,6715,17,161
Dublin Bay South,Andrews,Chris,,7,0,0,82,0,1122,6361,7837,17,161
Dublin Bay South,Andrews,Chris,Elected,8,0,8,0,0,960,6361,8797,17,161
Dublin Bay South,Burke,Norma,,1,0,0,7809,1870,0,110,110,17,162
Dublin Bay South,Burke,Norma,,2,0,0,7803,1864,6,110,116,17,162
Dublin Bay South,Burke,Norma,Excluded,3,0,3,0,1864,-116,110,0,17,162
Dublin Bay South,Burke,Norma,Excluded,4,0,3,0,1864,0,110,0,17,162
Dublin Bay South,Burke,Norma,Excluded,5,0,3,0,1864,0,110,0,17,162
Dublin Bay South,Burke,Norma,Excluded,6,0,3,0,1864,0,110,0,17,162
Dublin Bay South,Burke,Norma,Excluded,7,0,3,0,1864,0,110,0,17,162
Dublin Bay South,Burke,Norma,Excluded,8,0,3,0,1864,0,110,0,17,162
Dublin Bay South,Dooley,Peter,,1,0,0,7638,1699,0,281,281,17,163
Dublin Bay South,Dooley,Peter,,2,0,0,7631,1692,7,281,288,17,163
Dublin Bay South,Dooley,Peter,,3,0,0,7602,1663,29,281,317,17,163
Dublin Bay South,Dooley,Peter,Excluded,4,0,4,0,1663,-317,281,0,17,163
Dublin Bay South,Dooley,Peter,Excluded,5,0,4,0,1663,0,281,0,17,163
Dublin Bay South,Dooley,Peter,Excluded,6,0,4,0,1663,0,281,0,17,163
Dublin Bay South,Dooley,Peter,Excluded,7,0,4,0,1663,0,281,0,17,163
Dublin Bay South,Dooley,Peter,Excluded,8,0,4,0,1663,0,281,0,17,163
Dublin Bay South,Durcan,Sarah,,1,0,0,6118,179,0,1801,1801,17,164
Dublin Bay South,Durcan,Sarah,,2,0,0,5931,0,187,1801,1988,17,164
Dublin Bay South,Durcan,Sarah,,3,0,0,5898,0,33,1801,2021,17,164
Dublin Bay South,Durcan,Sarah,,4,0,0,5838,0,60,1801,2081,17,164
Dublin Bay South,Durcan,Sarah,,5,0,0,5761,0,77,1801,2158,17,164
Dublin Bay South,Durcan,Sarah,,6,0,0,5709,0,52,1801,2210,17,164
Dublin Bay South,Durcan,Sarah,Excluded,7,0,7,0,0,-2210,1801,0,17,164
Dublin Bay South,Durcan,Sarah,Excluded,8,0,7,0,0,0,1801,0,17,164
Dublin Bay South,Flynn,Mannix,,1,0,0,7274,1335,0,645,645,17,165
Dublin Bay South,Flynn,Mannix,,2,0,0,7244,1305,30,645,675,17,165
Dublin Bay South,Flynn,Mannix,,3,0,0,7229,1290,15,645,690,17,165
Dublin Bay South,Flynn,Mannix,,4,0,0,7166,1227,63,645,753,17,165
Dublin Bay South,Flynn,Mannix,Excluded,5,0,5,0,1227,-753,645,0,17,165
Dublin Bay South,Flynn,Mannix,Excluded,6,0,5,0,1227,0,645,0,17,165
Dublin Bay South,Flynn,Mannix,Excluded,7,0,5,0,1227,0,645,0,17,165
Dublin Bay South,Flynn,Mannix,Excluded,8,0,5,0,1227,0,645,0,17,165
Dublin Bay South,Gilbourne,Jacqui,,1,0,0,7285,1346,0,634,634,17,166
Dublin Bay South,Gilbourne,Jacqui,,2,0,0,7276,1337,9,634,643,17,166
Dublin Bay South,Gilbourne,Jacqui,,3,0,0,7263,1324,13,634,656,17,166
Dublin Bay South,Gilbourne,Jacqui,,4,0,0,7117,1178,146,634,802,17,166
Dublin Bay South,Gilbourne,Jacqui,,5,0,0,7072,1133,45,634,847,17,166
Dublin Bay South,Gilbourne,Jacqui,Excluded,6,0,6,0,1133,-847,634,0,17,166
Dublin Bay South,Gilbourne,Jacqui,Excluded,7,0,6,0,1133,0,634,0,17,166
Dublin Bay South,Gilbourne,Jacqui,Excluded,8,0,6,0,1133,0,634,0,17,166
Dublin Bay South,Humphreys,Kevin,,1,0,0,4798,0,0,3121,3121,17,167
Dublin Bay South,Humphreys,Kevin,,2,0,0,4564,0,234,3121,3355,17,167
Dublin Bay South,Humphreys,Kevin,,3,0,0,4544,0,20,3121,3375,17,167
Dublin Bay South,Humphreys,Kevin,,4,0,0,4513,0,31,3121,3406,17,167
Dublin Bay South,Humphreys,Kevin,,5,0,0,4403,0,110,3121,3516,17,167
Dublin Bay South,Humphreys,Kevin,,6,0,0,4330,0,73,3121,3589,17,167
Dublin Bay South,Humphreys,Kevin,,7,0,0,2948,0,1382,3121,4971,17,167
Dublin Bay South,Humphreys,Kevin,Excluded,8,0,8,0,0,-4971,3121,0,17,167
Dublin Bay South,Keigher,John Dominic,,1,0,0,7871,1932,0,48,48,17,168
Dublin Bay South,Keigher,John Dominic,,2,0,0,7869,1930,2,48,50,17,168
Dublin Bay South,Keigher,John Dominic,Excluded,3,0,3,0,1930,-50,48,0,17,168
Dublin Bay South,Keigher,John Dominic,Excluded,4,0,3,0,1930,0,48,0,17,168
Dublin Bay South,Keigher,John Dominic,Excluded,5,0,3,0,1930,0,48,0,17,168
Dublin Bay South,Keigher,John Dominic,Excluded,6,0,3,0,1930,0,48,0,17,168
Dublin Bay South,Keigher,John Dominic,Excluded,7,0,3,0,1930,0,48,0,17,168
Dublin Bay South,Keigher,John Dominic,Excluded,8,0,3,0,1930,0,48,0,17,168
Dublin Bay South,Mooney,Annette,,1,0,0,6917,978,0,1002,1002,17,169
Dublin Bay South,Mooney,Annette,,2,0,0,6870,931,47,1002,1049,17,169
Dublin Bay South,Mooney,Annette,,3,0,0,6857,918,13,1002,1062,17,169
Dublin Bay South,Mooney,Annette,,4,0,0,6774,835,83,1002,1145,17,169
Dublin Bay South,Mooney,Annette,,5,0,0,6676,737,98,1002,1243,17,169
Dublin Bay South,Mooney,Annette,,6,0,0,6637,698,39,1002,1282,17,169
Dublin Bay South,Mooney,Annette,Excluded,7,0,7,0,698,-1282,1002,0,17,169
Dublin Bay South,Mooney,Annette,Excluded,8,0,7,0,698,0,1002,0,17,169
Dublin Bay South,Murphy,Eoghan,,1,0,0,1573,0,0,6346,6346,17,170
Dublin Bay South,Murphy,Eoghan,,2,0,0,1455,0,118,6346,6464,17,170
Dublin Bay South,Murphy,Eoghan,,3,0,0,1446,0,9,6346,6473,17,170
Dublin Bay South,Murphy,Eoghan,,4,0,0,1430,0,16,6346,6489,17,170
Dublin Bay South,Murphy,Eoghan,,5,0,0,1375,0,55,6346,6544,17,170
Dublin Bay South,Murphy,Eoghan,,6,0,0,1281,0,94,6346,6638,17,170
Dublin Bay South,Murphy,Eoghan,,7,0,0,1152,0,129,6346,6767,17,170
Dublin Bay South,Murphy,Eoghan,Elected,8,0,8,317,0,835,6346,7602,17,170
Dublin Bay South,O'Callaghan,Jim,,1,0,0,2445,0,0,5474,5474,17,171
Dublin Bay South,O'Callaghan,Jim,,2,0,0,2332,0,113,5474,5587,17,171
Dublin Bay South,O'Callaghan,Jim,,3,0,0,2322,0,10,5474,5597,17,171
Dublin Bay South,O'Callaghan,Jim,,4,0,0,2297,0,25,5474,5622,17,171
Dublin Bay South,O'Callaghan,Jim,,5,0,0,2201,0,96,5474,5718,17,171
Dublin Bay South,O'Callaghan,Jim,,6,0,0,1942,0,259,5474,5977,17,171
Dublin Bay South,O'Callaghan,Jim,,7,0,0,1739,0,203,5474,6180,17,171
Dublin Bay South,O'Callaghan,Jim,Elected,8,0,8,761,0,978,5474,7158,17,171
Dublin Bay South,O'Connell,Kate,,1,0,0,3295,0,0,4624,4624,17,172
Dublin Bay South,O'Connell,Kate,,2,0,0,3134,0,161,4624,4785,17,172
Dublin Bay South,O'Connell,Kate,,3,0,0,3124,0,10,4624,4795,17,172
Dublin Bay South,O'Connell,Kate,,4,0,0,3109,0,15,4624,4810,17,172
Dublin Bay South,O'Connell,Kate,,5,0,0,3050,0,59,4624,4869,17,172
Dublin Bay South,O'Connell,Kate,,6,0,0,3028,0,22,4624,4891,17,172
Dublin Bay South,O'Connell,Kate,,7,0,0,2792,0,236,4624,5127,17,172
Dublin Bay South,O'Connell,Kate,,8,0,8,1649,0,1143,4624,6270,17,172
Dublin Bay South,O'Leary,Sean,,1,0,0,7908,1969,0,11,11,17,173
Dublin Bay South,O'Leary,Sean,,2,0,0,7907,1968,1,11,12,17,173
Dublin Bay South,O'Leary,Sean,Excluded,3,0,3,0,1968,-12,11,0,17,173
Dublin Bay South,O'Leary,Sean,Excluded,4,0,3,0,1968,0,11,0,17,173
Dublin Bay South,O'Leary,Sean,Excluded,5,0,3,0,1968,0,11,0,17,173
Dublin Bay South,O'Leary,Sean,Excluded,6,0,3,0,1968,0,11,0,17,173
Dublin Bay South,O'Leary,Sean,Excluded,7,0,3,0,1968,0,11,0,17,173
Dublin Bay South,O'Leary,Sean,Excluded,8,0,3,0,1968,0,11,0,17,173
Dublin Bay South,Ryan,Eamonn,Elected,1,0,1,0,0,0,8888,8888,17,174
Dublin Bay South,Ryan,Eamonn,Elected,2,174,1,0,0,-969,8888,7919,17,174
Dublin Bay South,Ryan,Eamonn,Elected,3,174,1,0,0,0,8888,7919,17,174
Dublin Bay South,Ryan,Eamonn,Elected,4,174,1,0,0,0,8888,7919,17,174
Dublin Bay South,Ryan,Eamonn,Elected,5,174,1,0,0,0,8888,7919,17,174
Dublin Bay South,Ryan,Eamonn,Elected,6,174,1,0,0,0,8888,7919,17,174
Dublin Bay South,Ryan,Eamonn,Elected,7,174,1,0,0,0,8888,7919,17,174
Dublin Bay South,Ryan,Eamonn,Elected,8,174,1,0,0,0,8888,7919,17,174
Dublin Bay South,Scallan,Ben,,1,0,0,7674,1735,0,245,245,17,175
Dublin Bay South,Scallan,Ben,,2,0,0,7671,1732,3,245,248,17,175
Dublin Bay South,Scallan,Ben,,3,0,0,7664,1725,7,245,255,17,175
Dublin Bay South,Scallan,Ben,Excluded,4,0,4,0,1725,-255,245,0,17,175
Dublin Bay South,Scallan,Ben,Excluded,5,0,4,0,1725,0,245,0,17,175
Dublin Bay South,Scallan,Ben,Excluded,6,0,4,0,1725,0,245,0,17,175
Dublin Bay South,Scallan,Ben,Excluded,7,0,4,0,1725,0,245,0,17,175
Dublin Bay South,Scallan,Ben,Excluded,8,0,4,0,1725,0,245,0,17,175
Dublin Central,Brien,Gillian,,1,0,0,5512,797,0,776,776,11,161
Dublin Central,Brien,Gillian,,2,0,0,4698,0,814,776,1590,11,161
Dublin Central,Brien,Gillian,,3,0,0,4664,0,34,776,1624,11,161
Dublin Central,Brien,Gillian,,4,0,0,4463,0,201,776,1825,11,161
Dublin Central,Brien,Gillian,,5,0,0,4452,0,11,776,1836,11,161
Dublin Central,Brien,Gillian,,6,0,0,4160,0,292,776,2128,11,161
Dublin Central,Brien,Gillian,,7,0,0,4055,0,105,776,2233,11,161
Dublin Central,Brien,Gillian,Excluded,8,0,8,0,0,-2233,776,0,11,161
Dublin Central,Brien,Gillian,Excluded,9,0,8,0,0,0,776,0,11,161
Dublin Central,Burke,Christy,,1,0,0,4779,64,0,1509,1509,11,162
Dublin Central,Burke,Christy,,2,0,0,2944,0,1835,1509,3344,11,162
Dublin Central,Burke,Christy,,3,0,0,2878,0,66,1509,3410,11,162
Dublin Central,Burke,Christy,,4,0,0,2847,0,31,1509,3441,11,162
Dublin Central,Burke,Christy,,5,0,0,2839,0,8,1509,3449,11,162
Dublin Central,Burke,Christy,,6,0,0,2679,0,160,1509,3609,11,162
Dublin Central,Burke,Christy,,7,0,0,2378,0,301,1509,3910,11,162
Dublin Central,Burke,Christy,,8,0,0,1741,0,637,1509,4547,11,162
Dublin Central,Burke,Christy,,9,0,9,1120,0,621,1509,5168,11,162
Dublin Central,Clohessy,Patrick,,1,0,0,6255,1540,0,33,33,11,163
Dublin Central,Clohessy,Patrick,,2,0,0,6241,1526,14,33,47,11,163
Dublin Central,Clohessy,Patrick,Excluded,3,0,3,0,1526,-47,33,0,11,163
Dublin Central,Clohessy,Patrick,Excluded,4,0,3,0,1526,0,33,0,11,163
Dublin Central,Clohessy,Patrick,Excluded,5,0,3,0,1526,0,33,0,11,163
Dublin Central,Clohessy,Patrick,Excluded,6,0,3,0,1526,0,33,0,11,163
Dublin Central,Clohessy,Patrick,Excluded,7,0,3,0,1526,0,33,0,11,163
Dublin Central,Clohessy,Patrick,Excluded,8,0,3,0,1526,0,33,0,11,163
Dublin Central,Clohessy,Patrick,Excluded,9,0,3,0,1526,0,33,0,11,163
Dublin Central,Costello,Joe,,1,0,0,4586,0,0,1702,1702,11,164
Dublin Central,Costello,Joe,,2,0,0,4311,0,275,1702,1977,11,164
Dublin Central,Costello,Joe,,3,0,0,4299,0,12,1702,1989,11,164
Dublin Central,Costello,Joe,,4,0,0,4292,0,7,1702,1996,11,164
Dublin Central,Costello,Joe,,5,0,0,4259,0,33,1702,2029,11,164
Dublin Central,Costello,Joe,,6,0,0,4180,0,79,1702,2108,11,164
Dublin Central,Costello,Joe,Excluded,7,0,7,0,0,-2108,1702,0,11,164
Dublin Central,Costello,Joe,Excluded,8,0,7,0,0,0,1702,0,11,164
Dublin Central,Costello,Joe,Excluded,9,0,7,0,0,0,1702,0,11,164
Dublin Central,Donohoe,Paschal,,1,0,0,2107,0,0,4181,4181,11,165
Dublin Central,Donohoe,Paschal,,2,0,0,2006,0,101,4181,4282,11,165
Dublin Central,Donohoe,Paschal,,3,0,0,1998,0,8,4181,4290,11,165
Dublin Central,Donohoe,Paschal,,4,0,0,1996,0,2,4181,4292,11,165
Dublin Central,Donohoe,Paschal,,5,0,0,1601,0,395,4181,4687,11,165
Dublin Central,Donohoe,Paschal,,6,0,0,1550,0,51,4181,4738,11,165
Dublin Central,Donohoe,Paschal,,7,0,0,1178,0,372,4181,5110,11,165
Dublin Central,Donohoe,Paschal,,8,0,0,1141,0,37,4181,5147,11,165
Dublin Central,Donohoe,Paschal,Elected,9,0,9,162,0,979,4181,6126,11,165
Dublin Central,Duffy,Deirdre,,1,0,0,5718,1003,0,570,570,11,166
Dublin Central,Duffy,Deirdre,,2,0,0,5704,989,14,570,584,11,166
Dublin Central,Duffy,Deirdre,,3,0,0,5699,984,5,570,589,11,166
Dublin Central,Duffy,Deirdre,,4,0,0,5697,982,2,570,591,11,166
Dublin Central,Duffy,Deirdre,Excluded,5,0,5,0,982,-591,570,0,11,166
Dublin Central,Duffy,Deirdre,Excluded,6,0,5,0,982,0,570,0,11,166
Dublin Central,Duffy,Deirdre,Excluded,7,0,5,0,982,0,570,0,11,166
Dublin Central,Duffy,Deirdre,Excluded,8,0,5,0,982,0,570,0,11,166
Dublin Central,Duffy,Deirdre,Excluded,9,0,5,0,982,0,570,0,11,166
Dublin Central,Fitzpatrick,Mary,,1,0,0,3060,0,0,3228,3228,11,167
Dublin Central,Fitzpatrick,Mary,,2,0,0,2785,0,275,3228,3503,11,167
Dublin Central,Fitzpatrick,Mary,,3,0,0,2758,0,27,3228,3530,11,167
Dublin Central,Fitzpatrick,Mary,,4,0,0,2753,0,5,3228,3535,11,167
Dublin Central,Fitzpatrick,Mary,,5,0,0,2718,0,35,3228,3570,11,167
Dublin Central,Fitzpatrick,Mary,,6,0,0,2565,0,153,3228,3723,11,167
Dublin Central,Fitzpatrick,Mary,,7,0,0,2321,0,244,3228,3967,11,167
Dublin Central,Fitzpatrick,Mary,,8,0,0,2278,0,43,3228,4010,11,167
Dublin Central,Fitzpatrick,Mary,Excluded,9,0,9,0,0,-4010,3228,0,11,167
Dublin Central,Gannon,Gary,,1,0,0,3376,0,0,2912,2912,11,168
Dublin Central,Gannon,Gary,,2,0,0,2683,0,693,2912,3605,11,168
Dublin Central,Gannon,Gary,,3,0,0,2650,0,33,2912,3638,11,168
Dublin Central,Gannon,Gary,,4,0,0,2592,0,58,2912,3696,11,168
Dublin Central,Gannon,Gary,,5,0,0,2564,0,28,2912,3724,11,168
Dublin Central,Gannon,Gary,,6,0,0,2376,0,188,2912,3912,11,168
Dublin Central,Gannon,Gary,,7,0,0,1931,0,445,2912,4357,11,168
Dublin Central,Gannon,Gary,,8,0,0,1260,0,671,2912,5028,11,168
Dublin Central,Gannon,Gary,Elected,9,0,9,570,0,690,2912,5718,11,168
Dublin Central,Harrold,Rita,,1,0,0,6087,1372,0,201,201,11,169
Dublin Central,Harrold,Rita,,2,0,0,5885,1170,202,201,403,11,169
Dublin Central,Harrold,Rita,,3,0,0,5870,1155,15,201,418,11,169
Dublin Central,Harrold,Rita,Excluded,4,0,4,0,1155,-418,201,0,11,169
Dublin Central,Harrold,Rita,Excluded,5,0,4,0,1155,0,201,0,11,169
Dublin Central,Harrold,Rita,Excluded,6,0,4,0,1155,0,201,0,11,169
Dublin Central,Harrold,Rita,Excluded,7,0,4,0,1155,0,201,0,11,169
Dublin Central,Harrold,Rita,Excluded,8,0,4,0,1155,0,201,0,11,169
Dublin Central,Harrold,Rita,Excluded,9,0,4,0,1155,0,201,0,11,169
Dublin Central,Hourigan,Neasa,,1,0,0,2437,0,0,3851,3851,11,170
Dublin Central,Hourigan,Neasa,,2,0,0,2034,0,403,3851,4254,11,170
Dublin Central,Hourigan,Neasa,,3,0,0,2017,0,17,3851,4271,11,170
Dublin Central,Hourigan,Neasa,,4,0,0,1976,0,41,3851,4312,11,170
Dublin Central,Hourigan,Neasa,,5,0,0,1917,0,59,3851,4371,11,170
Dublin Central,Hourigan,Neasa,,6,0,0,1682,0,235,3851,4606,11,170
Dublin Central,Hourigan,Neasa,,7,0,0,1170,0,512,3851,5118,11,170
Dublin Central,Hourigan,Neasa,,8,0,0,652,0,518,3851,5636,11,170
Dublin Central,Hourigan,Neasa,Elected,9,0,9,0,0,915,3851,6551,11,170
Dublin Central,McDonald,Mary Lou,Elected,1,0,1,0,0,0,11223,11223,11,171
Dublin Central,McDonald,Mary Lou,Elected,2,498,1,0,0,-4935,11223,6288,11,171
Dublin Central,McDonald,Mary Lou,Elected,3,498,1,0,0,0,11223,6288,11,171
Dublin Central,McDonald,Mary Lou,Elected,4,498,1,0,0,0,11223,6288,11,171
Dublin Central,McDonald,Mary Lou,Elected,5,498,1,0,0,0,11223,6288,11,171
Dublin Central,McDonald,Mary Lou,Elected,6,498,1,0,0,0,11223,6288,11,171
Dublin Central,McDonald,Mary Lou,Elected,7,498,1,0,0,0,11223,6288,11,171
Dublin Central,McDonald,Mary Lou,Elected,8,498,1,0,0,0,11223,6288,11,171
Dublin Central,McDonald,Mary Lou,Elected,9,498,1,0,0,0,11223,6288,11,171
Dublin Central,Mulligan,Sarah Louise,,1,0,0,6164,1449,0,124,124,11,172
Dublin Central,Mulligan,Sarah Louise,,2,0,0,6135,1420,29,124,153,11,172
Dublin Central,Mulligan,Sarah Louise,Excluded,3,0,3,0,1420,-153,124,0,11,172
Dublin Central,Mulligan,Sarah Louise,Excluded,4,0,3,0,1420,0,124,0,11,172
Dublin Central,Mulligan,Sarah Louise,Excluded,5,0,3,0,1420,0,124,0,11,172
Dublin Central,Mulligan,Sarah Louise,Excluded,6,0,3,0,1420,0,124,0,11,172
Dublin Central,Mulligan,Sarah Louise,Excluded,7,0,3,0,1420,0,124,0,11,172
Dublin Central,Mulligan,Sarah Louise,Excluded,8,0,3,0,1420,0,124,0,11,172
Dublin Central,Mulligan,Sarah Louise,Excluded,9,0,3,0,1420,0,124,0,11,172
Dublin Central,O'Leary,Sean,,1,0,0,6276,1561,0,12,12,11,173
Dublin Central,O'Leary,Sean,,2,0,0,6269,1554,7,12,19,11,173
Dublin Central,O'Leary,Sean,Excluded,3,0,3,0,1554,-19,12,0,11,173
